volcano_number,volcano_name,primary_volcano_type,country,latitude,longitude,elevation,tectonic_settings,evidence_category
382081,Picos Volcanic System,Pyroclastic cone(s),Portugal,37.78,-25.67,350,Rift zone / Oceanic crust (< 15 km),Eruption Observed
382090,Agua de Pau,Stratovolcano,Portugal,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed
382100,Furnas,Stratovolcano,Portugal,37.77,-25.32,805,Rift zone / Oceanic crust (< 15 km),Eruption Observed
382110,Monaco Bank,Submarine,Portugal,37.6,-25.88,-197,Rift zone / Oceanic crust (< 15 km),Eruption Observed
382120,Madeira,Shield,Portugal,32.73,-16.97,1862,Intraplate / Oceanic crust (< 15 km),Eruption Dated
383010,La Palma,Stratovolcano(es),Spain,28.57,-17.83,2426,Intraplate / Oceanic crust (< 15 km),Eruption Observed
383020,Hierro,Shield,Spain,27.73,-18.03,1500,Intraplate / Oceanic crust (< 15 km),Eruption Observed
383030,Tenerife,Stratovolcano,Spain,28.271,-16.641,3715,Intraplate / Oceanic crust (< 15 km),Eruption Observed
383040,Gran Canaria,Fissure vent(s),Spain,28,-15.58,1950,Intraplate / Intermediate crust (15-25 km),Eruption Dated
383050,Fuerteventura,Fissure vent(s),Spain,28.358,-14.02,529,Intraplate / Intermediate crust (15-25 km),Evidence Credible
383060,Lanzarote,Fissure vent(s),Spain,29.03,-13.63,670,Intraplate / Intermediate crust (15-25 km),Eruption Observed
384010,Fogo,Stratovolcano,Cape Verde,14.95,-24.35,2829,Intraplate / Intermediate crust (15-25 km),Eruption Observed
384020,Brava,Stratovolcano,Cape Verde,14.85,-24.72,900,Intraplate / Intermediate crust (15-25 km),Evidence Credible
385030,Romanche Fracture Zone,Submarine,Undersea Features,-0.433,-19.596,-1528,Rift zone / Oceanic crust (< 15 km),Evidence Uncertain
385050,Ascension,Stratovolcano,United Kingdom,-7.95,-14.37,858,Rift zone / Oceanic crust (< 15 km),Eruption Dated
385052,Walvis Ridge at 33°S,Submarine,Undersea Features,-32.958,-5.22,-1200,Intraplate / Oceanic crust (< 15 km),Eruption Observed
386010,Tristan da Cunha,Shield,United Kingdom,-37.092,-12.28,2060,Rift zone / Oceanic crust (< 15 km),Eruption Observed
386011,Nightingale Island,Stratovolcano,United Kingdom,-37.42,-12.48,365,Rift zone / Oceanic crust (< 15 km),Eruption Observed
386020,Bouvet,Shield,Norway,-54.408,3.351,741,Rift zone / Oceanic crust (< 15 km),Eruption Dated
390010,Buckle Island,Stratovolcano,Antarctica,-66.78,163.25,1239,Rift zone / Oceanic crust (< 15 km),Eruption Observed
390011,Young Island,Stratovolcano,Antarctica,-66.42,162.47,1340,Rift zone / Oceanic crust (< 15 km),Evidence Uncertain
390012,Sturge Island,Stratovolcano,Antarctica,-67.4,164.83,1167,Rift zone / Oceanic crust (< 15 km),Evidence Uncertain
390013,"Pleiades, The",Stratovolcano,Antarctica,-72.67,165.5,3040,Intraplate / Continental crust (>25 km),Eruption Dated
390015,Melbourne,Stratovolcano,Antarctica,-74.35,164.7,2732,Intraplate / Continental crust (>25 km),Eruption Dated
390016,Unnamed,Submarine,Antarctica,-76.83,163,-500,Intraplate / Continental crust (>25 km),Evidence Uncertain
390017,Morning,Shield,Antarctica,-78.5,163.53,2723,Intraplate / Continental crust (>25 km),Evidence Uncertain
390020,Erebus,Stratovolcano,Antarctica,-77.53,167.17,3794,Intraplate / Continental crust (>25 km),Eruption Observed
390021,Royal Society Range,Pyroclastic cone(s),Antarctica,-78.25,163.33,3000,Intraplate / Continental crust (>25 km),Evidence Uncertain
390022,Berlin,Shield(s),Antarctica,-76.05,-136,3478,Intraplate / Continental crust (>25 km),Eruption Dated
390023,Andrus,Shield(s),Antarctica,-75.8,-132.33,2978,Intraplate / Continental crust (>25 km),Evidence Uncertain
390024,Waesche,Shield(s),Antarctica,-77.17,-126.88,3292,Intraplate / Continental crust (>25 km),Evidence Uncertain
390025,Siple,Shield,Antarctica,-73.43,-126.67,3110,Intraplate / Continental crust (>25 km),Evidence Uncertain
390026,Toney Mountain,Shield,Antarctica,-75.8,-115.83,3595,Intraplate / Continental crust (>25 km),Evidence Uncertain
390027,Takahe,Shield,Antarctica,-76.28,-112.08,3460,Intraplate / Continental crust (>25 km),Eruption Dated
390028,Hudson Mountains,Stratovolcano(es),Antarctica,-74.33,-99.42,749,Intraplate / Continental crust (>25 km),Eruption Dated
390029,Peter I Island,Shield,Antarctica,-68.85,-90.58,1640,Intraplate / Oceanic crust (< 15 km),Evidence Credible
390030,Deception Island,Caldera,Antarctica,-63.001,-60.652,602,Intraplate / Continental crust (>25 km),Eruption Observed
390031,Penguin Island,Stratovolcano,Antarctica,-62.1,-57.93,180,Intraplate / Continental crust (>25 km),Eruption Observed
390040,Bridgeman Island,Stratovolcano,Antarctica,-62.061,-56.717,240,Intraplate / Continental crust (>25 km),Evidence Uncertain
390041,Paulet,Pyroclastic cone,Antarctica,-63.579,-55.78,353,Intraplate / Continental crust (>25 km),Evidence Credible
390050,Seal Nunataks Group,Pyroclastic cone(s),Antarctica,-65.03,-60.05,368,Intraplate / Continental crust (>25 km),Evidence Credible
390070,Southern Thule,Stratovolcano(es),United Kingdom,-59.442,-27.225,1075,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
390080,Bristol Island,Stratovolcano,United Kingdom,-59.017,-26.533,1100,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
390081,Montagu Island,Shield,United Kingdom,-58.445,-26.374,1370,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
390090,Saunders,Stratovolcano,United Kingdom,-57.8,-26.483,843,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
390100,Candlemas Island,Stratovolcano,United Kingdom,-57.08,-26.67,550,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
390110,Hodson,Stratovolcano,United Kingdom,-56.712,-27.176,835,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
390120,Leskov Island,Stratovolcano,United Kingdom,-56.656,-28.14,190,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene
390130,Zavodovski,Stratovolcano,United Kingdom,-56.3,-27.57,551,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
390140,Protector Seamounts,Submarine,United Kingdom,-55.912,-28.167,-55,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
390829,James Ross Island,Shield,Antarctica,-64.15,-57.75,1630,Intraplate / Continental crust (>25 km),Evidence Credible
390847,Melville,Stratovolcano,Antarctica,-62.02,-57.67,549,Intraplate / Continental crust (>25 km),Evidence Uncertain
